iata_code,name,latitude_deg,longitude_deg,type
DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,large_airport
DHN,Dothan Regional Airport,31.3213005065918,-85.44960021972656,medium_airport
DHT,Dalhart Municipal Airport,36.0225982666,-102.54699707,medium_airport
DIK,Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,medium_airport
DLF,Laughlin Air Force Base,29.359501,-100.778002,medium_airport
DLH,Duluth International Airport,46.841873,-92.198746,medium_airport
DLS,Columbia Gorge Regional Airport,45.620979,-121.170777,medium_airport
DMA,Davis Monthan Air Force Base,32.1665000916,-110.883003235,medium_airport
DMN,Deming Municipal Airport,32.262298584,-107.721000671,medium_airport
DNL,Daniel Field,33.4664993286,-82.0393981934,medium_airport
DOV,Dover Civil Air Terminal/Dover Air Force Base,39.129501,-75.466003,medium_airport
DPA,Dupage Airport,41.90779877,-88.24859619,medium_airport
DRA,Desert Rock Airport,36.6194,-116.032997,medium_airport
DRI,Beauregard Regional Airport,30.831699,-93.339897,medium_airport
DRO,Durango La Plata County Airport,37.151501,-107.753998,medium_airport
DRT,Del Rio International Airport,29.3742008209,-100.927001953,medium_airport
DSM,Des Moines International Airport,41.534027,-93.656719,large_airport
DSI,Destin Executive Airport,30.400101,-86.471497,medium_airport
DTW,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,large_airport
DUA,Durant Regional Airport - Eaker Field,33.939675,-96.395072,medium_airport
DUG,Bisbee Douglas International Airport,31.464139,-109.60456,medium_airport
DUJ,DuBois Regional Airport,41.17829895,-78.8986969,medium_airport
DVL,Devils Lake Regional Airport,48.115454,-98.908796,medium_airport
DXR,Danbury Municipal Airport,41.371656,-73.482227,medium_airport
DYS,Dyess Air Force Base,32.420799,-99.854599,medium_airport
EAR,Kearney Regional Airport,40.727001,-99.006798,medium_airport
EAT,Pangborn Memorial Airport,47.398899,-120.207001,medium_airport
EAU,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605467,medium_airport
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,medium_airport
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,medium_airport
EDW,Edwards Air Force Base,34.910781,-117.886391,medium_airport
EED,Needles Airport,34.7663002014,-114.623001099,medium_airport
EEN,Dillant Hopkins Airport,42.898399,-72.270798,medium_airport
EFD,Ellington Airport,29.6072998047,-95.1587982178,medium_airport
EGE,Eagle County Regional Airport,39.64260101,-106.9179993,medium_airport
EGI,Duke Field,30.65040016,-86.52290344,medium_airport
EKA,Murray Field,40.803398,-124.112999,medium_airport
EKN,Elkins-Randolph County Regional Airport,38.889759,-79.857651,medium_airport
EKO,Elko Regional Airport,40.82490158081055,-115.79199981689452,medium_airport
ELD,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,medium_airport
ELM,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,medium_airport
LYU,Ely Municipal Airport,47.82450104,-91.83070374,medium_airport
ELP,El Paso International Airport,31.809908,-106.375607,large_airport
ELY,Ely Airport Yelland Field,39.29970169,-114.8420029,medium_airport
END,Vance Air Force Base,36.339199,-97.916496,medium_airport
ENV,Wendover Airport,40.7187004089,-114.03099823,medium_airport
ENW,Kenosha Regional Airport,42.59569931,-87.92780304,medium_airport
ERI,Erie International Tom Ridge Field,42.083127,-80.173867,medium_airport
ESC,Delta County Airport,45.723199,-87.088623,medium_airport
ESF,Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,medium_airport
EUG,Eugene Airport,44.124599,-123.211998,medium_airport
EVV,Evansville Regional Airport,38.0369987488,-87.5324020386,medium_airport
EVW,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,medium_airport
EWB,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,medium_airport
EWN,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,medium_airport
EWR,Newark Liberty International Airport,40.6894,-74.170545,large_airport
EYW,Key West International Airport,24.556119,-81.759579,medium_airport
FAF,Felker Army Air Field,37.1325,-76.608803,medium_airport
FAR,Hector International Airport,46.9207,-96.815804,medium_airport
FAT,Fresno Yosemite International Airport,36.775767,-119.718018,large_airport
FAY,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,medium_airport
FBG,Simmons Army Air Field,35.13180161,-78.93669891,medium_airport
FCS,Butts AAF (Fort Carson) Air Field,38.67839813,-104.7570038,medium_airport
FDY,Findlay Airport,41.0135002136,-83.66870117190001,medium_airport
FFO,Wright-Patterson Air Force Base,39.826099,-84.048302,medium_airport
FRD,Friday Harbor Airport,48.523654,-123.024645,medium_airport
FHU,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,medium_airport
FKL,Venango Regional Airport,41.3778991699,-79.8603973389,medium_airport
FLG,Flagstaff Pulliam Airport,35.139757,-111.669826,medium_airport
FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,large_airport
FLO,Florence Regional Airport,34.18539810180664,-79.7238998413086,medium_airport
FME,Fort Meade Executive Airport,39.0854,-76.759399,medium_airport
FMN,Four Corners Regional Airport,36.741199,-108.230003,medium_airport
FMY,Page Field,26.58659935,-81.86329650879999,medium_airport
FNL,Northern Colorado Regional Airport,40.44969,-105.011272,medium_airport
FNT,Bishop International Airport,42.969294,-83.743355,medium_airport
FOD,Fort Dodge Regional Airport,42.552624,-94.191237,medium_airport
FOE,Topeka Regional Airport,38.950901,-95.663597,medium_airport
FPR,Treasure Coast International Airport,27.4951,-80.368301,medium_airport
FRG,Republic Airport,40.728576,-73.414267,medium_airport
FRI,Marshall Army Air Field,39.053021,-96.764202,medium_airport
FSD,Sioux Falls Regional Airport,43.585463,-96.741152,medium_airport
FSI,Henry Post Army Air Field,34.649799,-98.402199,medium_airport
FSM,Fort Smith Regional Airport,35.336601,-94.367401,medium_airport
FST,Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,medium_airport
FTK,Godman Army Air Field,37.9071006775,-85.9720993042,medium_airport
FTW,Fort Worth Meacham International Airport,32.819919,-97.360818,medium_airport
FTY,Fulton County Airport Brown Field,33.7790985107,-84.5214004517,medium_airport
FWA,Fort Wayne International Airport,40.978896,-85.194465,medium_airport
FXE,Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732,medium_airport
FYV,Drake Field,36.00510025024414,-94.17009735107422,medium_airport
GCC,Northeast Wyoming Regional Airport,44.3489,-105.539001,medium_airport
GCK,Garden City Regional Airport,37.9275016785,-100.723999023,medium_airport
GCN,Grand Canyon National Park Airport,35.9524,-112.147003,medium_airport
GDV,Dawson Community Airport,47.137658,-104.80691,medium_airport
GEG,Spokane International Airport,47.6199,-117.533997,large_airport
GFK,Grand Forks International Airport,47.949299,-97.176102,medium_airport
GFL,Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,medium_airport
GGG,East Texas Regional Airport,32.38399887084961,-94.71150207519533,medium_airport
GGW,Glasgow Valley County Airport Wokal Field,48.212502,-106.614998,medium_airport
GJT,Grand Junction Regional Airport,39.126663,-108.529387,medium_airport
GLD,Goodland Municipal Airport,39.370701,-101.699753,medium_airport
GLH,Mid Delta Regional Airport,33.482899,-90.985603,medium_airport
GLS,Scholes International At Galveston Airport,29.265301,-94.860397,medium_airport
GMU,Greenville Downtown Airport,34.847903,-82.350217,medium_airport
GNV,Gainesville Regional Airport,29.6900997162,-82.2717971802,medium_airport
GON,Groton New London Airport,41.330101,-72.045097,medium_airport
FCA,Glacier Park International Airport,48.310501,-114.255997,medium_airport
GPT,Gulfport Biloxi International Airport,30.405582,-89.069836,medium_airport
GRB,Austin Straubel International Airport,44.483459,-88.130805,medium_airport
GRF,Gray Army Air Field,47.07920074,-122.5810013,medium_airport
GRI,Central Nebraska Regional Airport,40.96749877929688,-98.30960083007812,medium_airport
GRK,Killeen Regional Airport / Robert Gray Army Airfield,31.0672,-97.828903,medium_airport
GRR,Gerald R. Ford International Airport,42.880798,-85.522797,large_airport
GSB,Seymour Johnson Air Force Base,35.339401,-77.960602,medium_airport
GSO,Piedmont Triad International Airport,36.09937,-79.937262,large_airport
GSP,Greenville-Spartanburg International Airport,34.895699,-82.218903,medium_airport
GTF,Great Falls International Airport,47.481998,-111.371002,medium_airport
GTR,Golden Triangle Regional Airport,33.450298,-88.5914,medium_airport
GUC,Gunnison Crested Butte Regional Airport,38.534672,-106.934566,medium_airport
GUP,Gallup Municipal Airport,35.511653,-108.788166,medium_airport
GUS,Grissom Air Reserve Base,40.648102,-86.1521,medium_airport
GUY,Guymon Municipal Airport,36.6851005554,-101.508003235,medium_airport
GWO,Greenwood–Leflore Airport,33.495025,-90.088204,medium_airport
PNX,North Texas Regional Airport Perrin Field,33.7141,-96.673698,medium_airport
GYY,Gary/Chicago International Airport,41.617087,-87.413206,medium_airport
DSY,Dara Sakor International Airport,10.914244,103.226652,large_airport
KTI,Techo International Airport,11.359987,104.921272,large_airport
HBG,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,medium_airport
HBR,Hobart Regional Airport,34.991317,-99.051313,medium_airport
HDN,Yampa Valley Airport,40.481201,-107.218002,medium_airport
MNZ,Manassas Regional Airport/Harry P. Davis Field,38.721401,-77.515404,medium_airport
HFD,Hartford Brainard Airport,41.736698150635,-72.649398803711,medium_airport
HGR,Hagerstown Regional Richard A Henson Field,39.708771,-77.728014,medium_airport
HHR,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,medium_airport
HIB,Range Regional Airport,47.384831,-92.836905,medium_airport
HIF,Hill Air Force Base,41.12403,-111.973086,medium_airport
HII,Lake Havasu City Airport,34.570506,-114.357745,medium_airport
HIO,Portland Hillsboro Airport,45.540401,-122.949997,medium_airport
HKY,Hickory Regional Airport,35.74110031,-81.38950348,medium_airport
HLG,Wheeling Ohio County Airport,40.1749992371,-80.6463012695,medium_airport
HLN,Helena Regional Airport,46.6068,-111.983002,medium_airport
HMN,Holloman Air Force Base,32.852501,-106.107002,medium_airport
HOB,Lea County Regional Airport,32.6875,-103.217003,medium_airport
HON,Huron Regional Airport,44.385201,-98.2285,medium_airport
HOP,Campbell Army Airfield (Fort Campbell),36.674154,-87.48974,medium_airport
HOT,Memorial Field Airport,34.4788,-93.096262,medium_airport
HOU,William P. Hobby Airport,29.645336,-95.276812,large_airport
HPN,Westchester County Airport,41.06700134277344,-73.70760345458984,medium_airport
HQM,Bowerman Airport,46.9711990356,-123.93699646,medium_airport
HRL,Valley International Airport,26.228500366210938,-97.65440368652344,medium_airport
HRO,Boone County Airport,36.26150131225586,-93.15470123291016,medium_airport
HST,Homestead Air Reserve Base,25.4886,-80.383598,medium_airport
HSV,Huntsville International Airport,34.636244,-86.774378,medium_airport
HTS,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,medium_airport
HUA,Redstone Army Air Field,34.67869949,-86.68479919,medium_airport
HUF,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,medium_airport
HUL,Houlton International Airport,46.1231002808,-67.792098999,medium_airport
HUT,Hutchinson Municipal Airport,38.0654983521,-97.86060333250002,medium_airport
HVN,Tweed New Haven Airport,41.262869,-72.887694,medium_airport
HVR,Havre City County Airport,48.541387,-109.762859,medium_airport
HWO,North Perry Airport,26.0012,-80.2407,medium_airport
HHH,Hilton Head Airport,32.2244,-80.697502,medium_airport
HYA,Cape Cod Gateway Airport,41.6693,-70.280403,medium_airport
HYR,Sawyer County Airport,46.025199890100005,-91.44429779050002,medium_airport
HYS,Hays Regional Airport,38.844521,-99.273148,medium_airport
JFN,Northeast Ohio Regional Airport,41.778,-80.695503,medium_airport
IAB,McConnell Air Force Base,37.621899,-97.268204,medium_airport
IAD,Washington Dulles International Airport,38.9445,-77.455803,large_airport
IAG,Niagara Falls International Airport,43.1073,-78.946198,medium_airport
IAH,George Bush Intercontinental Airport,29.9844,-95.3414,large_airport
ICT,Wichita Dwight D. Eisenhower National Airport,37.650314,-97.428583,medium_airport
IDA,Idaho Falls Regional Airport,43.514599,-112.070999,medium_airport
IFP,Laughlin Bullhead International Airport,35.154726,-114.559322,medium_airport
IGM,Kingman Airport,35.259499,-113.938004,medium_airport
IKK,Greater Kankakee Airport,41.07139968869999,-87.8462982178,medium_airport
ILG,Wilmington Airport,39.678699,-75.606499,medium_airport
ILM,Wilmington International Airport,34.272345,-77.905117,medium_airport
ILN,Wilmington Airpark,39.427898407,-83.792098999,medium_airport
IMT,Ford Airport,45.81911,-88.114557,medium_airport
IND,Indianapolis International Airport,39.7173,-86.294403,large_airport
INK,Winkler County Airport,31.7796001434,-103.200996399,medium_airport
INL,Falls International Airport,48.566200256347656,-93.4030990600586,medium_airport
INT,Smith Reynolds Airport,36.13370132446289,-80.22200012207031,medium_airport
INW,Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,medium_airport
IPL,Imperial County Airport,32.83539,-115.574026,medium_airport
IPT,Williamsport Regional Airport,41.242126,-76.92245,medium_airport
IRK,Kirksville Regional Airport,40.09349822998047,-92.5448989868164,medium_airport
ISM,Kissimmee Gateway Airport,28.2898006439,-81.4371032715,medium_airport
ISO,Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540001,medium_airport
ISP,Long Island MacArthur Airport,40.796324,-73.101703,medium_airport
ITH,Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,medium_airport
AZA,Mesa Gateway Airport,33.3078,-111.654999,medium_airport
JAC,Jackson Hole Airport,43.6073,-110.737999,medium_airport
JAN,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,medium_airport
JAX,Jacksonville International Airport,30.492469,-81.687813,large_airport
JBR,Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,medium_airport
JCT,Kimble County Airport,30.5112991333,-99.7634963989,medium_airport
JFK,John F. Kennedy International Airport,40.639447,-73.779317,large_airport
JHW,Chautauqua County-Jamestown Airport,42.15425,-79.254008,medium_airport
JLN,Joplin Regional Airport,37.151798,-94.498299,medium_airport
JMS,Jamestown Regional Airport,46.92969894,-98.67819977,medium_airport
USA,Concord-Padgett Regional Airport,35.387798,-80.709099,medium_airport
JST,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,medium_airport
JXN,Jackson County Airport/Reynolds Field,42.260509,-84.463019,medium_airport
KLS,Southwest Washington Regional Airport,46.11800003049999,-122.898002625,medium_airport
LAA,Southeast Colorado Regional Airport,38.066407,-102.691373,medium_airport
LAF,Purdue University Airport,40.412875,-86.939363,medium_airport
LAL,Lakeland Linder International Airport,27.989267,-82.020715,medium_airport
LAN,Capital Region International Airport,42.777582,-84.585721,medium_airport
LAR,Laramie Regional Airport,41.31209945678711,-105.6750030517578,medium_airport
LAS,Harry Reid International Airport,36.083361,-115.151817,large_airport
LAW,Lawton Fort Sill Regional Airport,34.567699,-98.416603,medium_airport
LAX,Los Angeles International Airport,33.942501,-118.407997,large_airport
LBB,Lubbock Preston Smith International Airport,33.663601,-101.822998,medium_airport
LBE,Arnold Palmer Regional Airport,40.275902,-79.4048,medium_airport
LBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,medium_airport
LBL,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,medium_airport
LBT,Lumberton Regional Airport,34.610773,-79.05943,medium_airport
LJN,Texas Gulf Coast Regional Airport,29.108601,-95.462097,medium_airport
LCH,Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,medium_airport
LCK,Rickenbacker International Airport,39.813801,-82.927803,medium_airport
LEB,Lebanon Municipal Airport,43.6260986328,-72.30419921880001,medium_airport
LEE,Leesburg International Airport,28.82309914,-81.80870056,medium_airport
LEX,Blue Grass Airport,38.035066,-84.606738,medium_airport
LFI,Langley Air Force Base,37.082901,-76.360497,medium_airport
LFK,Angelina County Airport,31.2339992523,-94.75,medium_airport
LFT,Lafayette Regional Airport,30.205299,-91.987602,medium_airport
LGA,LaGuardia Airport,40.777199,-73.872597,large_airport
LGB,Long Beach International Airport,33.816523,-118.149891,large_airport
LGU,Logan-Cache Airport,41.7911987305,-111.851997375,medium_airport
LIT,Bill & Hillary Clinton National Airport/Adams Field,34.729222,-92.223591,medium_airport
LMT,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,medium_airport
LND,Hunt Field,42.815201,-108.730003,medium_airport
LNK,Lincoln Airport,40.844882,-96.76178,medium_airport
LNS,Lancaster Airport,40.121700286865234,-76.29609680175781,medium_airport
LOL,Derby Field,40.0663986206,-118.565002441,medium_airport
LOU,Bowman Field,38.2280006409,-85.6636962891,medium_airport
LOZ,London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,medium_airport
LRD,Laredo International Airport,27.5438,-99.461601,medium_airport
LRF,Little Rock Air Force Base,34.916900634799994,-92.14969635010002,medium_airport
LRU,Las Cruces International Airport,32.289398,-106.921997,medium_airport
LSE,La Crosse Regional Airport,43.879002,-91.256699,medium_airport
LSF,Lawson Army Air Field,32.332546,-84.988003,medium_airport
LSV,Nellis Air Force Base,36.2361984253,-115.033996582,medium_airport
LTS,Altus Air Force Base,34.667099,-99.266701,medium_airport
LUF,Luke Air Force Base,33.535,-112.383003,medium_airport
LUK,Cincinnati Municipal Airport Lunken Field,39.102357,-84.418945,medium_airport
LVM,Mission Field,45.6994018555,-110.447998047,medium_airport
LVS,Las Vegas Municipal Airport,35.654202,-105.141998,medium_airport
LWB,Greenbrier Valley Airport,37.857914,-80.400438,medium_airport
LWM,Lawrence Municipal Airport,42.7172012329,-71.1233978271,medium_airport
LWS,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,medium_airport
LWT,Lewistown Municipal Airport,47.048429,-109.466143,medium_airport
LYH,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,medium_airport
MAF,Midland International Air and Space Port,31.942499,-102.202003,medium_airport
MBG,Mobridge Municipal Airport,45.54650116,-100.4079971,medium_airport
MBS,MBS International Airport,43.533181,-84.083104,medium_airport
MCB,McComb-Pike County Airport / John E Lewis Field,31.178499,-90.471901,medium_airport
MCC,McClellan Airfield,38.667599,-121.401001,medium_airport
MCE,Merced Regional Macready Field,37.284698,-120.514,medium_airport
MCF,MacDill Air Force Base,27.8493,-82.521202,medium_airport
MCI,Kansas City International Airport,39.301699,-94.713893,large_airport
MCK,McCook Ben Nelson Regional Airport,40.207787,-100.592794,medium_airport
MCN,Middle Georgia Regional Airport,32.69279861450195,-83.64920043945312,medium_airport
MCO,Orlando International Airport,28.429399490356445,-81.30899810791016,large_airport
MCW,Mason City Municipal Airport,43.159801,-93.329716,medium_airport
MDH,Southern Illinois Airport,37.778099,-89.251999,medium_airport
MDT,Harrisburg International Airport,40.192838,-76.762333,medium_airport
MDW,Chicago Midway International Airport,41.785999,-87.752403,large_airport
MEI,Key Field / Meridian Regional Airport,32.3326,-88.7519,medium_airport
MEM,Memphis International Airport,35.043845,-89.97634,large_airport
MER,Castle Airport,37.38050079,-120.5680008,medium_airport
MFD,Mansfield Lahm Regional Airport,40.82139968869999,-82.5166015625,medium_airport
MFE,McAllen Miller International Airport,26.176141,-98.237965,medium_airport
MFR,Rogue Valley International-Medford Airport,42.374199,-122.873001,medium_airport
MGC,Michigan City Municipal Airport,41.7033,-86.821198,medium_airport
MGE,Dobbins Air Reserve Base,33.915401,-84.516296,medium_airport
MGM,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,medium_airport
MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,medium_airport
MHK,Manhattan Regional Airport,39.14099884033203,-96.6707992553711,medium_airport
MHR,Sacramento Mather Airport,38.554744,-121.297989,medium_airport
MHT,Manchester-Boston Regional Airport,42.932598,-71.435699,medium_airport
MHV,Mojave Air &  Space Port,35.056391,-118.145342,medium_airport
MIA,Miami International Airport,25.796011,-80.289751,large_airport
MIB,Minot Air Force Base,48.4156,-101.358002,medium_airport
MIE,Delaware County Johnson Field,40.242298,-85.395897,medium_airport
MIV,Millville Municipal Airport,39.367802,-75.072197,medium_airport
MKC,Charles B. Wheeler Downtown Airport,39.123199,-94.592796,medium_airport
MKE,General Mitchell International Airport,42.947201,-87.896599,large_airport
MKG,Muskegon County Airport,43.169498,-86.238197,medium_airport
MKL,McKellar-Sipes Regional Airport,35.599899,-88.915604,medium_airport
MLB,Melbourne Orlando International Airport,28.102009,-80.641088,medium_airport
MLC,Mc Alester Regional Airport,34.882401,-95.783501,medium_airport
MLI,Quad City International Airport,41.448502,-90.5075,medium_airport
MLS,Miles City Airport - Frank Wiley Field,46.427268,-105.885372,medium_airport
MLU,Monroe Regional Airport,32.510899,-92.037697,medium_airport
MMT,Mc Entire Joint National Guard Base,33.92079926,-80.80130005,medium_airport
MMU,Morristown Municipal Airport,40.799062,-74.414949,medium_airport
MOB,Mobile Regional Airport,30.6912,-88.242798,medium_airport
MOD,Modesto City Co-Harry Sham Field,37.625801,-120.954002,medium_airport
MOT,Minot International Airport,48.25801,-101.279123,medium_airport
MPV,Edward F Knapp State Airport,44.20349884,-72.56230164,medium_airport
MQY,Smyrna Airport,36.0089988708,-86.5201034546,medium_airport
MRB,Eastern WV Regional Airport/Shepherd Field,39.40190125,-77.98459625,medium_airport
MRY,Monterey Regional Airport,36.586777,-121.844183,medium_airport
MSL,Northwest Alabama Regional Airport,34.745123,-87.612981,medium_airport
MSN,Dane County Regional Truax Field,43.1399,-89.337502,medium_airport
MSO,Missoula Montana Airport,46.915816,-114.091107,medium_airport
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.880081,-93.221741,large_airport
MSS,Massena International Airport Richards Field,44.936157,-74.844304,medium_airport
MSY,Louis Armstrong New Orleans International Airport,29.993401,-90.264673,large_airport
MTC,Selfridge Air National Guard Base Airport,42.613463,-82.836919,medium_airport
MTH,Florida Keys Marathon International Airport,24.726006,-81.05138,medium_airport
MTJ,Montrose Regional Airport,38.5098,-107.893997,medium_airport
MTN,Martin State Airport,39.325699,-76.413803,medium_airport
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,40.435214,-76.568661,medium_airport
MUO,Mountain Home Air Force Base,43.043598,-115.872002,medium_airport
MWA,Veterans Airport of Southern Illinois,37.751208,-89.016568,medium_airport
MWH,Grant County International Airport,47.20769882,-119.3199997,medium_airport
MWL,Mineral Wells Regional Airport,32.781601,-98.060204,medium_airport
MXF,Maxwell Air Force Base,32.3829,-86.365799,medium_airport
MYL,McCall Municipal Airport,44.888837,-116.101112,medium_airport
MYR,Myrtle Beach International Airport,33.679699,-78.928299,large_airport
MYV,Yuba County Airport,39.09780121,-121.5699997,medium_airport
NBG,New Orleans NAS JRB/Alvin Callender Field,29.82530022,-90.03500366,medium_airport
NEL,Lakehurst Maxfield Field Airport,40.03329849,-74.353302,medium_airport
NEW,Lakefront Airport,30.042400360107,-90.028297424316,medium_airport
NFL,Fallon Naval Air Station,39.41659927,-118.7009964,medium_airport
FWH,NAS Fort Worth JRB / Carswell Field,32.769199,-97.441498,medium_airport
NGP,Naval Air Station Corpus Christi Truax Field,27.6926,-97.2911,medium_airport
NGU,Norfolk Naval Station (Chambers Field),36.937599,-76.289299,medium_airport
NHK,Patuxent River Naval Air Station (Trapnell Field),38.285999,-76.411797,medium_airport
NIP,Jacksonville Naval Air Station (Towers Field),30.2358,-81.680603,medium_airport
NJK,El Centro NAF Airport (Vraciu Field),32.829201,-115.671996,medium_airport
NKX,Miramar Marine Corps Air Station - Mitscher Field,32.86840057,-117.1429977,medium_airport
NLC,Lemoore Naval Air Station (Reeves Field) Airport,36.33300018,-119.9520035,medium_airport
NPA,Naval Air Station Pensacola Forrest Sherman Field,30.352699,-87.318604,medium_airport
NQA,Millington-Memphis Airport,35.356701,-89.8703,medium_airport
NQI,Kingsville Naval Air Station,27.5072002411,-97.8097000122,medium_airport
NQX,Naval Air Station Key West/Boca Chica Field,24.57579994,-81.68890381,medium_airport
NRB,Naval Station Mayport / Admiral David L McDonald Field,30.3911,-81.424698,medium_airport
NSE,Whiting Field Naval Air Station - North,30.7241993,-87.02189636,medium_airport
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),34.120300293,-119.121002197,medium_airport
NTU,Oceana Naval Air Station,36.820702,-76.033501,medium_airport
NUQ,Moffett Federal Airfield,37.4161,-122.049004,medium_airport
NUW,Whidbey Island Naval Air Station (Ault Field),48.351799,-122.655998,medium_airport
NYG,Quantico Marine Corps Airfield / Turner Field,38.501701,-77.305298,medium_airport
YUM,Yuma International Airport / Marine Corps Air Station Yuma,32.650938,-114.609375,medium_airport
NZY,North Island Naval Air Station-Halsey Field,32.69919968,-117.2149963,medium_airport
OAJ,Albert J Ellis Airport,34.829201,-77.612099,medium_airport
OAK,San Francisco Bay Oakland International Airport,37.720085,-122.221184,large_airport
OFF,Offutt Air Force Base,41.119307,-95.90851,medium_airport
OFK,Karl Stefan Memorial Airport,41.985500335693,-97.435096740723,medium_airport
OGB,Orangeburg Municipal Airport,33.456798553467,-80.859497070312,medium_airport
OGD,Ogden Hinckley Airport,41.195899963379,-112.0120010376,medium_airport
OGS,Ogdensburg International Airport,44.6819,-75.4655,medium_airport
OCN,Oceanside Municipal Airport,33.217947,-117.351683,medium_airport
OKC,OKC Will Rogers World Airport,35.393388,-97.598248,large_airport
OLF,L M Clayton Airport,48.094501,-105.574997,medium_airport
OLM,Olympia Regional Airport,46.969399,-122.903,medium_airport
OLS,Nogales International Airport,31.4177,-110.848,medium_airport
OLU,Columbus Municipal Airport,41.448145,-97.340174,medium_airport
OMA,Eppley Airfield,41.3032,-95.894096,large_airport
ONO,Ontario Municipal Airport,44.0198,-117.013289,medium_airport
ONP,Newport Municipal Airport,44.580399,-124.057999,medium_airport
ONT,Ontario International Airport,34.056,-117.600998,large_airport
OPF,Miami-Opa Locka Executive Airport,25.907,-80.278397,medium_airport
NCO,Quonset State Airport,41.597099304199,-71.412101745605,medium_airport
ORD,Chicago O'Hare International Airport,41.9786,-87.9048,large_airport
ORF,Norfolk International Airport,36.895341,-76.201,large_airport
ORH,Worcester Regional Airport,42.2673,-71.875702,medium_airport
ORL,Orlando Executive Airport,28.5455,-81.332901,medium_airport
ESD,Orcas Island Airport,48.708199,-122.910004,medium_airport
OSH,Wittman Regional Airport,43.98440170288086,-88.55699920654297,medium_airport
OSU,The Ohio State University Airport - Don Scott Field,40.0798,-83.072998,medium_airport
OTH,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,medium_airport
OTM,Ottumwa Regional Airport,41.106368,-92.449837,medium_airport
OWB,Owensboro Daviess County Airport,37.74010086,-87.16680145,medium_airport
OWD,Norwood Memorial Airport,42.1904983521,-71.1728973389,medium_airport
OCE,Ocean City Municipal Airport,38.310398,-75.124001,medium_airport
OXR,Oxnard Airport,34.200801849365,-119.20700073242,medium_airport
OZR,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,medium_airport
PAE,Seattle Paine Field International Airport,47.9063,-122.281998,medium_airport
PAH,Barkley Regional Airport,37.06079864501953,-88.7738037109375,medium_airport
PAM,Tyndall Air Force Base,30.069599,-85.575401,medium_airport
PAO,Palo Alto Airport,37.461102,-122.114998,medium_airport
PBF,"Pine Bluff Regional Airport, Grider Field",34.174121,-91.935643,medium_airport
PBG,Plattsburgh International Airport,44.650902,-73.468102,medium_airport
PBI,Palm Beach International Airport,26.683201,-80.095596,large_airport
PDK,DeKalb Peachtree Airport,33.87633,-84.30213,medium_airport
PDT,Eastern Oregon Regional Airport at Pendleton,45.695099,-118.841003,medium_airport
PDX,Portland International Airport,45.588699,-122.598,large_airport
PGA,Page Municipal Airport,36.924234,-111.447716,medium_airport
PGD,Punta Gorda Airport,26.9202,-81.990501,medium_airport
PGV,Pitt-Greenville Airport,35.635535,-77.384262,medium_airport
PHF,Newport News Williamsburg International Airport,37.131901,-76.492996,medium_airport
